,ladcd,label,year,quarter,ONS LA Code
398,68,"(2015, 'Q1', 'S12000029')",2015,Q1,S12000029
399,1,"(2015, 'Q1', 'S12000030')",2015,Q1,S12000030
400,18,"(2015, 'Q1', 'S12000033')",2015,Q1,S12000033
401,3,"(2015, 'Q1', 'S12000034')",2015,Q1,S12000034
402,9,"(2015, 'Q1', 'S12000035')",2015,Q1,S12000035
403,4,"(2015, 'Q1', 'S12000036')",2015,Q1,S12000036
404,6,"(2015, 'Q1', 'S12000038')",2015,Q1,S12000038
405,1,"(2015, 'Q1', 'S12000039')",2015,Q1,S12000039
406,6,"(2015, 'Q1', 'S12000040')",2015,Q1,S12000040
407,4,"(2015, 'Q1', 'S12000041')",2015,Q1,S12000041
408,13,"(2015, 'Q1', 'S12000042')",2015,Q1,S12000042
409,14,"(2015, 'Q1', 'S12000044')",2015,Q1,S12000044
410,1,"(2015, 'Q1', 'S12000045')",2015,Q1,S12000045
411,30,"(2015, 'Q1', 'S12000046')",2015,Q1,S12000046
412,27,"(2015, 'Q1', 'S12000047')",2015,Q1,S12000047
413,16,"(2015, 'Q1', 'S12000048')",2015,Q1,S12000048
414,2,"(2015, 'Q1', 'W06000001')",2015,Q1,W06000001
415,2,"(2015, 'Q1', 'W06000004')",2015,Q1,W06000004
416,1,"(2015, 'Q1', 'W06000005')",2015,Q1,W06000005
417,2,"(2015, 'Q2', 'E06000014')",2015,Q2,E06000014
418,1,"(2015, 'Q2', 'E06000023')",2015,Q2,E06000023
419,1,"(2015, 'Q2', 'E06000025')",2015,Q2,E06000025
420,9,"(2015, 'Q2', 'E06000026')",2015,Q2,E06000026
421,1,"(2015, 'Q2', 'E06000043')",2015,Q2,E06000043
422,1,"(2015, 'Q2', 'E07000078')",2015,Q2,E07000078
423,1,"(2015, 'Q2', 'E07000079')",2015,Q2,E07000079
424,1,"(2015, 'Q2', 'E07000093')",2015,Q2,E07000093
425,1,"(2015, 'Q2', 'E07000107')",2015,Q2,E07000107
426,1,"(2015, 'Q2', 'E07000109')",2015,Q2,E07000109
427,2,"(2015, 'Q2', 'E07000127')",2015,Q2,E07000127
428,1,"(2015, 'Q2', 'E07000209')",2015,Q2,E07000209
429,2,"(2015, 'Q2', 'E07000214')",2015,Q2,E07000214
430,4,"(2015, 'Q2', 'E07000224')",2015,Q2,E07000224
431,2,"(2015, 'Q2', 'E07000228')",2015,Q2,E07000228
432,3,"(2015, 'Q2', 'E08000024')",2015,Q2,E08000024
433,5,"(2015, 'Q2', 'E09000008')",2015,Q2,E09000008
434,5,"(2015, 'Q2', 'S12000005')",2015,Q2,S12000005
435,1,"(2015, 'Q2', 'S12000010')",2015,Q2,S12000010
436,1,"(2015, 'Q2', 'S12000011')",2015,Q2,S12000011
437,3,"(2015, 'Q2', 'S12000017')",2015,Q2,S12000017
438,5,"(2015, 'Q2', 'S12000019')",2015,Q2,S12000019
439,1,"(2015, 'Q2', 'S12000020')",2015,Q2,S12000020
440,6,"(2015, 'Q2', 'S12000021')",2015,Q2,S12000021
441,1,"(2015, 'Q2', 'S12000023')",2015,Q2,S12000023
442,2,"(2015, 'Q2', 'S12000026')",2015,Q2,S12000026
443,2,"(2015, 'Q2', 'S12000030')",2015,Q2,S12000030
444,2,"(2015, 'Q2', 'S12000034')",2015,Q2,S12000034
445,2,"(2015, 'Q2', 'S12000035')",2015,Q2,S12000035
446,5,"(2015, 'Q2', 'S12000036')",2015,Q2,S12000036
447,1,"(2015, 'Q2', 'S12000038')",2015,Q2,S12000038
448,1,"(2015, 'Q2', 'S12000039')",2015,Q2,S12000039
449,1,"(2015, 'Q2', 'S12000041')",2015,Q2,S12000041
450,6,"(2015, 'Q2', 'S12000042')",2015,Q2,S12000042
451,2,"(2015, 'Q2', 'S12000046')",2015,Q2,S12000046
452,4,"(2015, 'Q2', 'S12000047')",2015,Q2,S12000047
453,4,"(2015, 'Q2', 'S12000048')",2015,Q2,S12000048
454,2,"(2015, 'Q3', 'E06000007')",2015,Q3,E06000007
455,4,"(2015, 'Q3', 'E06000014')",2015,Q3,E06000014
456,1,"(2015, 'Q3', 'E06000025')",2015,Q3,E06000025
457,5,"(2015, 'Q3', 'E06000028')",2015,Q3,E06000028
458,4,"(2015, 'Q3', 'E06000029')",2015,Q3,E06000029
459,1,"(2015, 'Q3', 'E06000046')",2015,Q3,E06000046
460,2,"(2015, 'Q3', 'E06000049')",2015,Q3,E06000049
461,19,"(2015, 'Q3', 'E06000052')",2015,Q3,E06000052
462,23,"(2015, 'Q3', 'E06000054')",2015,Q3,E06000054
463,2,"(2015, 'Q3', 'E07000039')",2015,Q3,E07000039
464,1,"(2015, 'Q3', 'E07000048')",2015,Q3,E07000048
465,3,"(2015, 'Q3', 'E07000052')",2015,Q3,E07000052
466,1,"(2015, 'Q3', 'E07000053')",2015,Q3,E07000053
467,1,"(2015, 'Q3', 'E07000062')",2015,Q3,E07000062
468,3,"(2015, 'Q3', 'E07000063')",2015,Q3,E07000063
469,1,"(2015, 'Q3', 'E07000065')",2015,Q3,E07000065
470,2,"(2015, 'Q3', 'E07000077')",2015,Q3,E07000077
471,1,"(2015, 'Q3', 'E07000080')",2015,Q3,E07000080
472,1,"(2015, 'Q3', 'E07000087')",2015,Q3,E07000087
473,1,"(2015, 'Q3', 'E07000092')",2015,Q3,E07000092
474,3,"(2015, 'Q3', 'E07000094')",2015,Q3,E07000094
475,1,"(2015, 'Q3', 'E07000108')",2015,Q3,E07000108
476,6,"(2015, 'Q3', 'E07000118')",2015,Q3,E07000118
477,1,"(2015, 'Q3', 'E07000120')",2015,Q3,E07000120
478,4,"(2015, 'Q3', 'E07000146')",2015,Q3,E07000146
479,1,"(2015, 'Q3', 'E07000207')",2015,Q3,E07000207
480,1,"(2015, 'Q3', 'E07000211')",2015,Q3,E07000211
481,4,"(2015, 'Q3', 'E07000218')",2015,Q3,E07000218
482,1,"(2015, 'Q3', 'E07000226')",2015,Q3,E07000226
483,2,"(2015, 'Q3', 'E07000227')",2015,Q3,E07000227
484,1,"(2015, 'Q3', 'E07000236')",2015,Q3,E07000236
485,1,"(2015, 'Q3', 'E07000237')",2015,Q3,E07000237
486,4,"(2015, 'Q3', 'E07000238')",2015,Q3,E07000238
487,2,"(2015, 'Q3', 'E08000012')",2015,Q3,E08000012
488,3,"(2015, 'Q3', 'E08000013')",2015,Q3,E08000013
489,7,"(2015, 'Q3', 'E08000023')",2015,Q3,E08000023
490,1,"(2015, 'Q3', 'E08000025')",2015,Q3,E08000025
491,3,"(2015, 'Q3', 'E08000027')",2015,Q3,E08000027
492,1,"(2015, 'Q3', 'E08000032')",2015,Q3,E08000032
493,1,"(2015, 'Q3', 'E08000037')",2015,Q3,E08000037
494,4,"(2015, 'Q3', 'E09000011')",2015,Q3,E09000011
495,2,"(2015, 'Q3', 'E09000012')",2015,Q3,E09000012
496,1,"(2015, 'Q3', 'E09000030')",2015,Q3,E09000030
497,1,"(2015, 'Q3', 'N09000001')",2015,Q3,N09000001
498,1,"(2015, 'Q3', 'N09000002')",2015,Q3,N09000002
499,1,"(2015, 'Q3', 'N09000003')",2015,Q3,N09000003
500,1,"(2015, 'Q3', 'N09000004')",2015,Q3,N09000004
501,1,"(2015, 'Q3', 'N09000005')",2015,Q3,N09000005
502,1,"(2015, 'Q3', 'N09000011')",2015,Q3,N09000011
503,1,"(2015, 'Q3', 'S12000005')",2015,Q3,S12000005
504,2,"(2015, 'Q3', 'S12000006')",2015,Q3,S12000006
505,2,"(2015, 'Q3', 'S12000008')",2015,Q3,S12000008
506,2,"(2015, 'Q3', 'S12000010')",2015,Q3,S12000010
507,1,"(2015, 'Q3', 'S12000011')",2015,Q3,S12000011
508,2,"(2015, 'Q3', 'S12000013')",2015,Q3,S12000013
509,1,"(2015, 'Q3', 'S12000014')",2015,Q3,S12000014
510,4,"(2015, 'Q3', 'S12000017')",2015,Q3,S12000017
511,1,"(2015, 'Q3', 'S12000019')",2015,Q3,S12000019
512,1,"(2015, 'Q3', 'S12000020')",2015,Q3,S12000020
513,1,"(2015, 'Q3', 'S12000023')",2015,Q3,S12000023
514,3,"(2015, 'Q3', 'S12000026')",2015,Q3,S12000026
515,2,"(2015, 'Q3', 'S12000029')",2015,Q3,S12000029
516,1,"(2015, 'Q3', 'S12000030')",2015,Q3,S12000030
517,6,"(2015, 'Q3', 'S12000033')",2015,Q3,S12000033
518,4,"(2015, 'Q3', 'S12000034')",2015,Q3,S12000034
519,12,"(2015, 'Q3', 'S12000036')",2015,Q3,S12000036
520,4,"(2015, 'Q3', 'S12000038')",2015,Q3,S12000038
521,1,"(2015, 'Q3', 'S12000039')",2015,Q3,S12000039
522,4,"(2015, 'Q3', 'S12000040')",2015,Q3,S12000040
523,2,"(2015, 'Q3', 'S12000041')",2015,Q3,S12000041
524,3,"(2015, 'Q3', 'S12000042')",2015,Q3,S12000042
525,5,"(2015, 'Q3', 'S12000046')",2015,Q3,S12000046
526,13,"(2015, 'Q3', 'S12000047')",2015,Q3,S12000047
527,4,"(2015, 'Q3', 'S12000048')",2015,Q3,S12000048
528,4,"(2015, 'Q4', 'E06000007')",2015,Q4,E06000007
529,2,"(2015, 'Q4', 'E06000008')",2015,Q4,E06000008
530,1,"(2015, 'Q4', 'E06000011')",2015,Q4,E06000011
531,2,"(2015, 'Q4', 'E06000022')",2015,Q4,E06000022
532,9,"(2015, 'Q4', 'E06000023')",2015,Q4,E06000023
533,2,"(2015, 'Q4', 'E06000024')",2015,Q4,E06000024
534,3,"(2015, 'Q4', 'E06000025')",2015,Q4,E06000025
535,1,"(2015, 'Q4', 'E06000026')",2015,Q4,E06000026
536,1,"(2015, 'Q4', 'E06000029')",2015,Q4,E06000029
537,3,"(2015, 'Q4', 'E06000034')",2015,Q4,E06000034
538,2,"(2015, 'Q4', 'E06000035')",2015,Q4,E06000035
539,12,"(2015, 'Q4', 'E06000037')",2015,Q4,E06000037
540,6,"(2015, 'Q4', 'E06000041')",2015,Q4,E06000041
541,24,"(2015, 'Q4', 'E06000042')",2015,Q4,E06000042
542,1,"(2015, 'Q4', 'E06000045')",2015,Q4,E06000045
543,1,"(2015, 'Q4', 'E06000046')",2015,Q4,E06000046
544,1,"(2015, 'Q4', 'E06000047')",2015,Q4,E06000047
545,6,"(2015, 'Q4', 'E06000049')",2015,Q4,E06000049
546,2,"(2015, 'Q4', 'E06000050')",2015,Q4,E06000050
547,3,"(2015, 'Q4', 'E06000051')",2015,Q4,E06000051
548,17,"(2015, 'Q4', 'E06000052')",2015,Q4,E06000052
549,2,"(2015, 'Q4', 'E06000054')",2015,Q4,E06000054
550,4,"(2015, 'Q4', 'E06000056')",2015,Q4,E06000056
551,5,"(2015, 'Q4', 'E07000005')",2015,Q4,E07000005
552,2,"(2015, 'Q4', 'E07000006')",2015,Q4,E07000006
553,2,"(2015, 'Q4', 'E07000011')",2015,Q4,E07000011
554,2,"(2015, 'Q4', 'E07000012')",2015,Q4,E07000012
555,2,"(2015, 'Q4', 'E07000028')",2015,Q4,E07000028
556,6,"(2015, 'Q4', 'E07000030')",2015,Q4,E07000030
557,4,"(2015, 'Q4', 'E07000031')",2015,Q4,E07000031
558,2,"(2015, 'Q4', 'E07000033')",2015,Q4,E07000033
559,2,"(2015, 'Q4', 'E07000041')",2015,Q4,E07000041
560,2,"(2015, 'Q4', 'E07000042')",2015,Q4,E07000042
561,1,"(2015, 'Q4', 'E07000047')",2015,Q4,E07000047
562,1,"(2015, 'Q4', 'E07000067')",2015,Q4,E07000067
563,3,"(2015, 'Q4', 'E07000072')",2015,Q4,E07000072
564,12,"(2015, 'Q4', 'E07000082')",2015,Q4,E07000082
565,1,"(2015, 'Q4', 'E07000083')",2015,Q4,E07000083
566,4,"(2015, 'Q4', 'E07000089')",2015,Q4,E07000089
567,2,"(2015, 'Q4', 'E07000093')",2015,Q4,E07000093
568,2,"(2015, 'Q4', 'E07000094')",2015,Q4,E07000094
569,2,"(2015, 'Q4', 'E07000098')",2015,Q4,E07000098
570,2,"(2015, 'Q4', 'E07000099')",2015,Q4,E07000099
571,2,"(2015, 'Q4', 'E07000110')",2015,Q4,E07000110
572,4,"(2015, 'Q4', 'E07000128')",2015,Q4,E07000128
573,6,"(2015, 'Q4', 'E07000129')",2015,Q4,E07000129
574,1,"(2015, 'Q4', 'E07000134')",2015,Q4,E07000134
575,2,"(2015, 'Q4', 'E07000141')",2015,Q4,E07000141
576,2,"(2015, 'Q4', 'E07000151')",2015,Q4,E07000151
577,2,"(2015, 'Q4', 'E07000154')",2015,Q4,E07000154
578,2,"(2015, 'Q4', 'E07000165')",2015,Q4,E07000165
579,2,"(2015, 'Q4', 'E07000166')",2015,Q4,E07000166
580,1,"(2015, 'Q4', 'E07000171')",2015,Q4,E07000171
581,5,"(2015, 'Q4', 'E07000172')",2015,Q4,E07000172
582,1,"(2015, 'Q4', 'E07000177')",2015,Q4,E07000177
583,1,"(2015, 'Q4', 'E07000178')",2015,Q4,E07000178
584,3,"(2015, 'Q4', 'E07000179')",2015,Q4,E07000179
585,5,"(2015, 'Q4', 'E07000188')",2015,Q4,E07000188
586,2,"(2015, 'Q4', 'E07000190')",2015,Q4,E07000190
587,2,"(2015, 'Q4', 'E07000192')",2015,Q4,E07000192
588,4,"(2015, 'Q4', 'E07000195')",2015,Q4,E07000195
589,4,"(2015, 'Q4', 'E07000196')",2015,Q4,E07000196
590,4,"(2015, 'Q4', 'E07000197')",2015,Q4,E07000197
591,1,"(2015, 'Q4', 'E07000201')",2015,Q4,E07000201
592,1,"(2015, 'Q4', 'E07000203')",2015,Q4,E07000203
593,2,"(2015, 'Q4', 'E07000207')",2015,Q4,E07000207
594,2,"(2015, 'Q4', 'E07000211')",2015,Q4,E07000211
595,2,"(2015, 'Q4', 'E07000215')",2015,Q4,E07000215
596,1,"(2015, 'Q4', 'E07000218')",2015,Q4,E07000218
597,4,"(2015, 'Q4', 'E07000221')",2015,Q4,E07000221
598,2,"(2015, 'Q4', 'E07000228')",2015,Q4,E07000228
599,4,"(2015, 'Q4', 'E07000234')",2015,Q4,E07000234
600,1,"(2015, 'Q4', 'E07000235')",2015,Q4,E07000235
601,4,"(2015, 'Q4', 'E08000005')",2015,Q4,E08000005
602,1,"(2015, 'Q4', 'E08000008')",2015,Q4,E08000008
603,1,"(2015, 'Q4', 'E08000017')",2015,Q4,E08000017
604,4,"(2015, 'Q4', 'E08000018')",2015,Q4,E08000018
605,1,"(2015, 'Q4', 'E08000026')",2015,Q4,E08000026
606,1,"(2015, 'Q4', 'E08000030')",2015,Q4,E08000030
607,2,"(2015, 'Q4', 'E08000033')",2015,Q4,E08000033
608,2,"(2015, 'Q4', 'E08000034')",2015,Q4,E08000034
609,4,"(2015, 'Q4', 'E08000036')",2015,Q4,E08000036
610,5,"(2015, 'Q4', 'E08000037')",2015,Q4,E08000037
611,19,"(2015, 'Q4', 'E09000001')",2015,Q4,E09000001
612,3,"(2015, 'Q4', 'E09000003')",2015,Q4,E09000003
613,5,"(2015, 'Q4', 'E09000005')",2015,Q4,E09000005
614,2,"(2015, 'Q4', 'E09000007')",2015,Q4,E09000007
615,3,"(2015, 'Q4', 'E09000008')",2015,Q4,E09000008
616,11,"(2015, 'Q4', 'E09000010')",2015,Q4,E09000010
617,5,"(2015, 'Q4', 'E09000012')",2015,Q4,E09000012
618,9,"(2015, 'Q4', 'E09000013')",2015,Q4,E09000013
619,1,"(2015, 'Q4', 'E09000014')",2015,Q4,E09000014
620,10,"(2015, 'Q4', 'E09000015')",2015,Q4,E09000015
621,4,"(2015, 'Q4', 'E09000016')",2015,Q4,E09000016
622,8,"(2015, 'Q4', 'E09000018')",2015,Q4,E09000018
623,2,"(2015, 'Q4', 'E09000019')",2015,Q4,E09000019
624,1,"(2015, 'Q4', 'E09000024')",2015,Q4,E09000024
625,52,"(2015, 'Q4', 'E09000025')",2015,Q4,E09000025
626,16,"(2015, 'Q4', 'E09000026')",2015,Q4,E09000026
627,6,"(2015, 'Q4', 'E09000030')",2015,Q4,E09000030
628,4,"(2015, 'Q4', 'E09000031')",2015,Q4,E09000031
629,2,"(2015, 'Q4', 'E09000032')",2015,Q4,E09000032
630,50,"(2015, 'Q4', 'E09000033')",2015,Q4,E09000033
631,3,"(2015, 'Q4', 'N09000003')",2015,Q4,N09000003
632,1,"(2015, 'Q4', 'N09000004')",2015,Q4,N09000004
633,1,"(2015, 'Q4', 'N09000011')",2015,Q4,N09000011
634,6,"(2015, 'Q4', 'S12000006')",2015,Q4,S12000006
635,1,"(2015, 'Q4', 'S12000008')",2015,Q4,S12000008
636,2,"(2015, 'Q4', 'S12000014')",2015,Q4,S12000014
637,1,"(2015, 'Q4', 'S12000017')",2015,Q4,S12000017
638,9,"(2015, 'Q4', 'S12000019')",2015,Q4,S12000019
639,2,"(2015, 'Q4', 'S12000020')",2015,Q4,S12000020
640,1,"(2015, 'Q4', 'S12000021')",2015,Q4,S12000021
641,5,"(2015, 'Q4', 'S12000026')",2015,Q4,S12000026
642,2,"(2015, 'Q4', 'S12000027')",2015,Q4,S12000027
643,1,"(2015, 'Q4', 'S12000028')",2015,Q4,S12000028
644,3,"(2015, 'Q4', 'S12000029')",2015,Q4,S12000029
645,3,"(2015, 'Q4', 'S12000030')",2015,Q4,S12000030
646,2,"(2015, 'Q4', 'S12000033')",2015,Q4,S12000033
647,1,"(2015, 'Q4', 'S12000035')",2015,Q4,S12000035
648,12,"(2015, 'Q4', 'S12000036')",2015,Q4,S12000036
649,2,"(2015, 'Q4', 'S12000038')",2015,Q4,S12000038
650,1,"(2015, 'Q4', 'S12000039')",2015,Q4,S12000039
651,1,"(2015, 'Q4', 'S12000041')",2015,Q4,S12000041
652,2,"(2015, 'Q4', 'S12000042')",2015,Q4,S12000042
653,2,"(2015, 'Q4', 'S12000044')",2015,Q4,S12000044
654,1,"(2015, 'Q4', 'S12000045')",2015,Q4,S12000045
655,2,"(2015, 'Q4', 'S12000046')",2015,Q4,S12000046
656,4,"(2015, 'Q4', 'S12000047')",2015,Q4,S12000047
657,2,"(2015, 'Q4', 'S12000048')",2015,Q4,S12000048
658,1,"(2015, 'Q4', 'W06000010')",2015,Q4,W06000010
659,2,"(2015, 'Q4', 'W06000011')",2015,Q4,W06000011
660,2,"(2015, 'Q4', 'W06000015')",2015,Q4,W06000015
661,1,"(2015, 'Q4', 'W06000021')",2015,Q4,W06000021
662,5,"(2016, 'Q1', 'E06000014')",2016,Q1,E06000014
663,1,"(2016, 'Q1', 'E06000026')",2016,Q1,E06000026
664,1,"(2016, 'Q1', 'E06000029')",2016,Q1,E06000029
665,1,"(2016, 'Q1', 'E06000031')",2016,Q1,E06000031
666,15,"(2016, 'Q1', 'E06000032')",2016,Q1,E06000032
667,5,"(2016, 'Q1', 'E06000033')",2016,Q1,E06000033
668,5,"(2016, 'Q1', 'E06000034')",2016,Q1,E06000034
669,1,"(2016, 'Q1', 'E06000035')",2016,Q1,E06000035
670,10,"(2016, 'Q1', 'E06000055')",2016,Q1,E06000055
671,10,"(2016, 'Q1', 'E06000056')",2016,Q1,E06000056
672,29,"(2016, 'Q1', 'E06000057')",2016,Q1,E06000057
673,6,"(2016, 'Q1', 'E07000008')",2016,Q1,E07000008
674,3,"(2016, 'Q1', 'E07000010')",2016,Q1,E07000010
675,5,"(2016, 'Q1', 'E07000011')",2016,Q1,E07000011
676,14,"(2016, 'Q1', 'E07000012')",2016,Q1,E07000012
677,2,"(2016, 'Q1', 'E07000032')",2016,Q1,E07000032
678,1,"(2016, 'Q1', 'E07000034')",2016,Q1,E07000034
679,2,"(2016, 'Q1', 'E07000035')",2016,Q1,E07000035
680,1,"(2016, 'Q1', 'E07000036')",2016,Q1,E07000036
681,1,"(2016, 'Q1', 'E07000037')",2016,Q1,E07000037
682,1,"(2016, 'Q1', 'E07000038')",2016,Q1,E07000038
683,1,"(2016, 'Q1', 'E07000041')",2016,Q1,E07000041
684,1,"(2016, 'Q1', 'E07000049')",2016,Q1,E07000049
685,4,"(2016, 'Q1', 'E07000066')",2016,Q1,E07000066
686,4,"(2016, 'Q1', 'E07000068')",2016,Q1,E07000068
687,3,"(2016, 'Q1', 'E07000070')",2016,Q1,E07000070
688,4,"(2016, 'Q1', 'E07000071')",2016,Q1,E07000071
689,2,"(2016, 'Q1', 'E07000072')",2016,Q1,E07000072
690,1,"(2016, 'Q1', 'E07000076')",2016,Q1,E07000076
691,5,"(2016, 'Q1', 'E07000096')",2016,Q1,E07000096
692,9,"(2016, 'Q1', 'E07000099')",2016,Q1,E07000099
693,2,"(2016, 'Q1', 'E07000102')",2016,Q1,E07000102
694,9,"(2016, 'Q1', 'E07000103')",2016,Q1,E07000103
695,2,"(2016, 'Q1', 'E07000141')",2016,Q1,E07000141
696,2,"(2016, 'Q1', 'E07000143')",2016,Q1,E07000143
697,3,"(2016, 'Q1', 'E07000145')",2016,Q1,E07000145
698,2,"(2016, 'Q1', 'E07000146')",2016,Q1,E07000146
699,2,"(2016, 'Q1', 'E07000147')",2016,Q1,E07000147
700,11,"(2016, 'Q1', 'E07000148')",2016,Q1,E07000148
701,1,"(2016, 'Q1', 'E07000149')",2016,Q1,E07000149
702,2,"(2016, 'Q1', 'E07000179')",2016,Q1,E07000179
703,1,"(2016, 'Q1', 'E07000200')",2016,Q1,E07000200
704,2,"(2016, 'Q1', 'E07000201')",2016,Q1,E07000201
705,6,"(2016, 'Q1', 'E07000202')",2016,Q1,E07000202
706,4,"(2016, 'Q1', 'E07000204')",2016,Q1,E07000204
707,3,"(2016, 'Q1', 'E07000205')",2016,Q1,E07000205
708,2,"(2016, 'Q1', 'E07000206')",2016,Q1,E07000206
709,1,"(2016, 'Q1', 'E07000235')",2016,Q1,E07000235
710,10,"(2016, 'Q1', 'E07000240')",2016,Q1,E07000240
711,8,"(2016, 'Q1', 'E07000241')",2016,Q1,E07000241
712,1,"(2016, 'Q1', 'E07000242')",2016,Q1,E07000242
713,5,"(2016, 'Q1', 'E07000243')",2016,Q1,E07000243
714,1,"(2016, 'Q1', 'E08000036')",2016,Q1,E08000036
715,1,"(2016, 'Q1', 'S12000005')",2016,Q1,S12000005
716,1,"(2016, 'Q1', 'S12000006')",2016,Q1,S12000006
717,1,"(2016, 'Q1', 'S12000014')",2016,Q1,S12000014
718,4,"(2016, 'Q1', 'S12000017')",2016,Q1,S12000017
719,1,"(2016, 'Q1', 'S12000018')",2016,Q1,S12000018
720,3,"(2016, 'Q1', 'S12000027')",2016,Q1,S12000027
721,1,"(2016, 'Q1', 'S12000029')",2016,Q1,S12000029
722,3,"(2016, 'Q1', 'S12000030')",2016,Q1,S12000030
723,1,"(2016, 'Q1', 'S12000033')",2016,Q1,S12000033
724,4,"(2016, 'Q1', 'S12000034')",2016,Q1,S12000034
725,1,"(2016, 'Q1', 'S12000035')",2016,Q1,S12000035
726,1,"(2016, 'Q1', 'S12000038')",2016,Q1,S12000038
727,1,"(2016, 'Q1', 'S12000045')",2016,Q1,S12000045
728,2,"(2016, 'Q1', 'S12000047')",2016,Q1,S12000047
729,2,"(2016, 'Q1', 'W06000004')",2016,Q1,W06000004
730,1,"(2016, 'Q1', 'W06000011')",2016,Q1,W06000011
731,3,"(2016, 'Q2', 'E06000037')",2016,Q2,E06000037
732,1,"(2016, 'Q2', 'E06000050')",2016,Q2,E06000050
733,3,"(2016, 'Q2', 'E07000026')",2016,Q2,E07000026
734,2,"(2016, 'Q2', 'E07000028')",2016,Q2,E07000028
735,1,"(2016, 'Q2', 'E07000029')",2016,Q2,E07000029
736,1,"(2016, 'Q2', 'E07000030')",2016,Q2,E07000030
737,5,"(2016, 'Q2', 'E07000031')",2016,Q2,E07000031
738,1,"(2016, 'Q2', 'E07000094')",2016,Q2,E07000094
739,1,"(2016, 'Q2', 'N09000007')",2016,Q2,N09000007
740,1,"(2016, 'Q2', 'S12000027')",2016,Q2,S12000027
741,1,"(2016, 'Q2', 'S12000030')",2016,Q2,S12000030
742,5,"(2016, 'Q2', 'S12000046')",2016,Q2,S12000046
743,1,"(2016, 'Q2', 'S12000048')",2016,Q2,S12000048
744,1,"(2016, 'Q3', 'E06000006')",2016,Q3,E06000006
745,1,"(2016, 'Q3', 'E06000007')",2016,Q3,E06000007
746,1,"(2016, 'Q3', 'E06000052')",2016,Q3,E06000052
747,1,"(2016, 'Q3', 'E06000056')",2016,Q3,E06000056
748,1,"(2016, 'Q3', 'E07000094')",2016,Q3,E07000094
749,1,"(2016, 'Q3', 'E07000177')",2016,Q3,E07000177
750,1,"(2016, 'Q3', 'E07000200')",2016,Q3,E07000200
751,2,"(2016, 'Q3', 'E07000205')",2016,Q3,E07000205
752,1,"(2016, 'Q3', 'E08000005')",2016,Q3,E08000005
753,1,"(2016, 'Q3', 'N09000002')",2016,Q3,N09000002
754,1,"(2016, 'Q3', 'N09000008')",2016,Q3,N09000008
755,1,"(2016, 'Q3', 'N09000009')",2016,Q3,N09000009
756,1,"(2016, 'Q3', 'S12000006')",2016,Q3,S12000006
757,4,"(2016, 'Q3', 'S12000014')",2016,Q3,S12000014
758,4,"(2016, 'Q3', 'S12000017')",2016,Q3,S12000017
759,1,"(2016, 'Q3', 'S12000021')",2016,Q3,S12000021
760,1,"(2016, 'Q4', 'E06000034')",2016,Q4,E06000034
761,1,"(2016, 'Q4', 'E07000006')",2016,Q4,E07000006
762,2,"(2016, 'Q4', 'E07000030')",2016,Q4,E07000030
763,1,"(2016, 'Q4', 'E07000084')",2016,Q4,E07000084
764,2,"(2016, 'Q4', 'E07000093')",2016,Q4,E07000093
765,1,"(2016, 'Q4', 'E07000134')",2016,Q4,E07000134
766,1,"(2016, 'Q4', 'E07000149')",2016,Q4,E07000149
767,1,"(2016, 'Q4', 'E07000165')",2016,Q4,E07000165
768,1,"(2016, 'Q4', 'E07000205')",2016,Q4,E07000205
769,1,"(2016, 'Q4', 'E07000207')",2016,Q4,E07000207
770,5,"(2016, 'Q4', 'E08000035')",2016,Q4,E08000035
771,1,"(2016, 'Q4', 'S12000018')",2016,Q4,S12000018
772,1,"(2016, 'Q4', 'S12000023')",2016,Q4,S12000023
773,2,"(2016, 'Q4', 'S12000026')",2016,Q4,S12000026
774,1,"(2016, 'Q4', 'S12000028')",2016,Q4,S12000028
775,1,"(2016, 'Q4', 'S12000030')",2016,Q4,S12000030
776,1,"(2016, 'Q4', 'S12000033')",2016,Q4,S12000033
777,6,"(2016, 'Q4', 'S12000034')",2016,Q4,S12000034
778,2,"(2016, 'Q4', 'S12000035')",2016,Q4,S12000035
779,2,"(2016, 'Q4', 'S12000036')",2016,Q4,S12000036
780,1,"(2016, 'Q4', 'S12000038')",2016,Q4,S12000038
781,2,"(2016, 'Q4', 'S12000039')",2016,Q4,S12000039
782,1,"(2016, 'Q4', 'S12000041')",2016,Q4,S12000041
783,1,"(2016, 'Q4', 'S12000048')",2016,Q4,S12000048
784,1,"(2016, 'Q4', 'W06000011')",2016,Q4,W06000011
785,2,"(2016, 'Q4', 'W06000013')",2016,Q4,W06000013
786,1,"(2016, 'Q4', 'W06000015')",2016,Q4,W06000015
787,1,"(2017, 'Q1', 'E06000026')",2017,Q1,E06000026
788,1,"(2017, 'Q1', 'E06000031')",2017,Q1,E06000031
789,1,"(2017, 'Q1', 'E07000076')",2017,Q1,E07000076
790,1,"(2017, 'Q1', 'E07000084')",2017,Q1,E07000084
791,1,"(2017, 'Q1', 'E07000093')",2017,Q1,E07000093
792,1,"(2017, 'Q1', 'E07000144')",2017,Q1,E07000144
793,1,"(2017, 'Q1', 'E07000200')",2017,Q1,E07000200
794,2,"(2017, 'Q1', 'E07000205')",2017,Q1,E07000205
795,1,"(2017, 'Q1', 'E07000215')",2017,Q1,E07000215
796,1,"(2017, 'Q1', 'S12000048')",2017,Q1,S12000048
